url,old_price,new_price
https://www.ouvrard.com/stock/occasion-2016-case-ih-farmall85c-4092661-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2017-emily-melodis100-4182216-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2009-new-holland-cr9080e-4329510-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2014-horsch-joker5ct-4246079-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2012-hardi-meteor-4092439-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2020-amazone-ceus6000-2tx-4222274-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2019-divers-etril24-4298838-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2016-lely-rp160v-4298841-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2012-kuhn-gf10802t-4246081-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2019-kuhn-fc3115dff-4092658-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2006-väderstad-carrier500-4222257-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2021-new-holland-cx8-70-4264981-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2017-divers-cda400-saxon-4246088-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2022-new-holland-t7-270ac-4222275-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2011-horsch-joker5ct-4092474-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2007-kuhn-vm152-4246071-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2019-kuhn-ga8030-4092656-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2018-sky-easy-drill-4190070-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2018-horsch-avatar-6sd-4246070-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2011-kuhn-euromix-4222254-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2001-new-holland-vn260-4092430-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2007-kuhn-ga6522-4298840-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2017-new-holland-t7-210rc-sw-4092463-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2008-kuhn-atlantique3200-4264989-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2003-new-holland-tm120-4191179-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2014-sky-easy-drill-4092494-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2020-massey-ferguson-ideal7-4092482-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2011-amazone-uf-twin2801gs28-4277703-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2005-kuhn-discover-xm-40-4317590-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2020-fendt-rogator655-4092492-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2016-horsch-jocker-ct-4222284-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2016-new-holland-t7-225-4246069-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2017-berthoud-elyte1600-4317596-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2008-horsch-pronto-dc4-4190069-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2023-case-ih-puma200cvx-4182403-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2018-divers-u497-4246057-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2008-kverneland-rg100-4092449-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2015-massey-ferguson-7716-4252311-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2001-fendt-6300al-4317600-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2005-amazone-ad403-4182209-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2021-claas-lexion7600-4182325-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2003-new-holland-tm140-4222261-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2014-claas-lexion760-4264991-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2015-pöttinger-hit10-11t-4191178-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2014-tecnoma-tecnis4500-4092673-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2019-horsch-avatar12-40sd-4222265-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2018-kuhn-axis40-2h-emc-4092475-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2019-divers-co12000-4092485-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2006-caruelle-olympia-4317586-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2019-horsch-pronto4dc-4317598-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2013-väderstad-st400s-4277712-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2015-new-holland-cr9-80-4092531-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2013-new-holland-t7-185-4092666-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2008-new-holland-t7060-4092677-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-stoll-adaptation-4289591-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2017-new-holland-t7-245pc-sw-4092462-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2005-hardi-meteor-4222258-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-divers-cd12000-4252310-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2016-einböck-row-guard-500-4092483-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2019-john-deere-7290r-4317595-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2017-new-holland-t6-155ac-4222269-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2006-new-holland-tm175-4264987-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2017-new-holland-t5-110ec-4337966-fr-fr.htm,,
